ID,KR,EN,JA,CN
story_1094,"“그걸로, 전부 돌려받은 거니까요.”",“I've already received more than enough in return.”,「それだけで、私は十分に返してもらったんです。」,“仅仅如此，我就已经得到足够的回报了。”
story_1095,그 순간 그가 나를 강하게 끌어당겼다.,"In that instant, he pulled me into his arms.",その瞬間、彼は強く私を引き寄せた。,就在那一刻，他猛地将我拉入怀中。
story_1096,“...!”,“...!”,「……！」,“……！”
story_1097,입술이 닿는다.,His lips met mine.,唇が重なった。,他的唇覆上了我的。
story_1098,거칠게—,Fiercely—,激しく――,带着近乎失控的力度——
story_1099,붙잡듯이.,As though trying to hold on to me.,引き留めるように。,仿佛想要将我留住。
story_1100,놓치지 않겠다는 것처럼.,As if he refused to let me go.,二度と離したくないかのように。,仿佛再也不愿放开我。
story_1101,"숨이 얽히고,",Our breaths tangled together.,吐息が絡み合い、,呼吸交缠在一起。
story_1102,그의 감정이 무너질 듯 쏟아진다.,"His emotions poured through, on the verge of breaking apart.",今にも壊れそうな彼の感情が流れ込んでくる。,他几近崩溃的情感倾泻而出。
story_1103,"그 짧은 순간조차 끝내고 싶지 않은 듯,","As though he couldn't bear even that brief moment ending,",その一瞬さえ終わらせたくないように、,仿佛连这短暂的一刻都不愿结束，
story_1104,그의 입술이 천천히 떨어졌다.,his lips slowly parted from mine.,唇がゆっくりと離れていった。,他的唇才缓缓离开。
story_1105,“...가지 말거라...”,“...Don't go...”,「……行かないでおくれ……」,“……别走……”
story_1106,“...부탁이다...”,“...I'm begging you...”,「……頼む……」,“……求你……”
story_1107,“제발...”,“Please...”,「……お願いだ……」,“……求求你……”
story_1108,나는 작게 웃었다.,I gave a small smile.,私は小さく微笑んだ。,我轻轻笑了。
story_1109,“이제야...”,“Only now...”,「やっと……」,“终于……”
story_1110,“조금 욕심 부리네요.”,“...you're finally being a little selfish.”,「……少しだけ、わがままになりましたね。」,“……你终于，也稍微任性一点了呢。”
story_1111,그의 손을—,His hand—,彼の手を――,他的手——
story_1112,다시 한번 천천히 떼어냈다.,I gently slipped away from it once more.,私はもう一度、ゆっくりとその手を離した。,我再一次，缓缓松开了那只手。
story_1113,"내 주변의 빛이, 천천히 흩어졌다.",The light surrounding me slowly began to scatter.,私を包む光が、ゆっくりと散っていく。,环绕在我身边的光芒缓缓散去。
story_1114,“...{0}...!”,“...{0}...!”,「……{0}……！」,“……{0}……！”
story_1115,"그가 손을 뻗으며,","He reached out toward me,",彼が手を伸ばし、,他向我伸出手，
story_1116,붙잡으려 하지만 늦었다.,"trying to stop me, but it was already too late.",引き留めようとするが、もう遅かった。,想要抓住我，却已经来不及了。
story_1117,빛이 나를 삼키고,"The light swallowed me whole,",光が私を包み込み、,光芒将我彻底吞没。
story_1118,그의 목소리가 멀어졌다.,and his voice faded into the distance.,彼の声が遠ざかっていく。,他的声音也渐渐远去。
story_1119,마지막으로 보인 것은,The last thing I saw was,最後に見えたのは、,最后映入眼中的，
story_1120,"무너진 표정으로,","a face utterly shattered by grief,",崩れ落ちたような表情で、,是那张彻底崩溃的脸庞，
story_1121,울고 있는 그의 얼굴.,tears streaming down his face.,涙を流している彼の顔だった。,他正无声地落着泪。
story_1122,그리고,And then—,そして――,以及——
story_1123,"천천히, 본래의 신의 모습으로 돌아가는 그의 형상.",his form slowly returning to that of the god he was meant to be.,ゆっくりと、本来の神の姿へ戻っていく彼の姿。,他缓缓恢复成原本神明模样的身影。
story_1124,(...내가 대가를 치렀기 때문이겠지.),(...Because I was the one who paid the price.),（……私が代償を支払ったからだろう。）,（……因为付出代价的人，是我吧。）
story_1125,"(부디,)","(Please,)",（どうか、）,（拜托了，）
story_1126,(너무 많이 울지 않기를.),(don't cry too much.),（あまり泣かないでいてほしい。）,（希望你不要哭得太久。）
story_1127,조용한 신당.,A quiet shrine.,静かな祠。,寂静的神龛。
story_1128,그는 여전히 그 자리에 남아 있다.,He still remained there.,彼は今もなお、その場所にいた。,他依然留在那里。
story_1129,하지만 이전과는 달랐다.,But he was no longer the same.,だが、以前とは違っていた。,但他已经与从前不同了。
story_1130,“...{0}...”,“...{0}...”,「……{0}……」,“……{0}……”
story_1131,기억은— 전부 돌아와 있다.,Every memory had returned.,記憶は――すべて戻っていた。,所有的记忆——都已经回来了。
story_1132,단 하나도 빠짐없이.,Every last one of them.,一つ残らず。,一丝一毫都没有遗漏。
story_1133,"그날의 선택도,",The choice made that day.,あの日の選択も、,那一天的选择。
story_1134,"그 아이의 눈도,",The look in her eyes.,あの子の瞳も、,她的眼神。
story_1135,...마지막 순간까지.,...Even the final moment.,……最後の瞬間までも。,……甚至最后一刻。
story_1136,그래서 더 지워지지 않는다.,"And because of that, none of it would ever fade.",だからこそ、忘れられない。,正因如此，才更加无法忘记。
story_1137,“...왜...”,“...Why...”,「……なぜ……」,“……为什么……”
story_1138,“...내가 아닌 네가...”,"“...Why was it you, and not me...”",「……どうして、私ではなく君が……」,“……为什么不是我，而是你……”
story_1139,마지막 흔적처럼 손 위에 남아 있던,The last traces that lingered upon his hand,最後の名残のように手の上に残っていた,残留在掌心中的最后痕迹，
story_1140,빛무리마저 서서히 흩어졌다.,slowly drifted away.,光さえも、ゆっくりと消えていった。,也在缓缓消散。
story_1141,그는 그 빛을 붙잡으려는 듯 손을 말아 쥐었다.,He closed his hand as though trying to hold onto it.,彼はその光を掴もうとするように拳を握った。,他攥紧手掌，仿佛想要抓住那缕光。
story_1142,“...기다리마.”,“...I will wait.”,「……待とう。」,“……我会等你。”
story_1143,"“설령, 다시는 돌아오지 않는다 해도.”",“Even if you never return.”,「たとえ、二度と戻ってこなくても。」,“即使你再也不会回来。”
story_1144,그날 이후—,From that day onward—,あの日から――,从那天起——
story_1145,그는 신당을 떠나지 않았다.,He never left the shrine.,彼は祠を離れなかった。,他再也没有离开过那座神龛。
story_1146,"신으로서가 아니라,","Not as a god,",神としてではなく、,不是以神明的身份，
story_1147,남겨진 자리를 지키는 이로서.,but as one who remained behind.,残された場所を守る者として。,而是作为守望留下之地的人。
story_1148,그저 그 자리에 남아 있었다.,He simply stayed there.,ただ、その場所に在り続けた。,只是一直留在那里。
story_1149,감정 공유는 완전히 끊어졌다.,The sharing of emotions had vanished completely.,感情の共有は完全に途絶えた。,情感的连接已经彻底断绝。
story_1150,그래서 더 고통스러웠다.,That made it all the more painful.,だからこそ、余計に苦しかった。,正因如此，才更加痛苦。
story_1151,"이제는, {0}의 감정이","Now, {0}'s feelings",もう、{0}の感情は,如今，{0}的情感
story_1152,전혀 전해지지 않았으니까.,no longer reached me at all.,何一つ伝わってこないのだから。,再也无法传达到我这里了。
story_1153,“전부 말고...”,“Not all of it...”,「全部ではなくて……」,“不是全部……”
story_1154,“조금만 확인할 수는 없나요...”,“Can't I just see a little of it...?”,「少しだけ、確かめることはできませんか……？」,“不能……只让我看一点吗……？”
story_1155,“욕심이 많구나.”,“You ask for much.”,「欲深いな。」,“你倒是贪心。”
story_1156,“좋다.”,“Very well.”,「よかろう。」,“好吧。”
story_1157,“하지만...끝까지 보게 되지는 못할 것이다.”,“But... you will not see the whole story.”,「だが……最後まで見ることはできぬ。」,“不过……你无法看到全部。”
story_1158,빛이—,Light—,光が――,光芒——
story_1159,"조각처럼 갈라져,","fractured into countless fragments,",欠片のように砕け、,如碎片般裂开，
story_1160,우리에게 스며들었다.,and seeped into us.,私たちの中へと流れ込んできた。,缓缓渗入我们的体内。
story_1161,“잠깐...이 아이는...”,“Wait... this child...”,「待て……この子は……」,“等等……这个孩子……”
story_1162,“...저는...”,“...I...”,「……私は……」,“……我……”
story_1163,바닥에 쓰러져있는 어린시절의 나.,I saw my younger self collapsed on the ground.,地面に倒れている幼い頃の私。,倒在地上的年幼的我。
story_1164,숨이 가쁘다.,Struggling to breathe.,苦しそうに息をしている。,艰难地喘息着。
story_1165,“...살려주세요...”,“...Please save me...”,「……助けてください……」,“……救救我……”
story_1166,그의 시선이—,His gaze—,彼の視線が――,他的目光——
story_1167,흔들린다.,trembled.,揺れている。,动摇着。
story_1168,"내가 아는 그와 닮아 있는데,","He looked like the Hayeon I knew,",私の知る彼に似ているのに、,明明与我认识的他如此相似，
story_1169,어딘가 낯설게 느껴졌다.,yet somehow felt like a stranger.,どこか知らない人のようだった。,却又像个陌生人。
story_1170,“...이건...”,“...This...”,「……これは……」,“……这是……”
story_1171,이건 기억이다.,These were memories.,これは記憶だ。,这是记忆。
story_1172,그런데—,And yet—,なのに――,可是——
story_1173,"감정이,",the emotions,感情が、,情感却——
story_1174,비어 있다.,were missing.,抜け落ちている。,缺失了。
story_1175,“...도저히...”,“...I cannot...”,「……どうしても……」,“……无论如何……”
story_1176,“...죽일 수 없습니다...”,“...I cannot kill her...”,「……殺せません……」,“……我做不到……”
story_1177,그는 분명 괴로워하고 있는데—,He was clearly suffering—,彼は確かに苦しんでいるのに――,明明他正在痛苦着——
story_1178,"그 이유가,",but the reason why,その理由が、,可那份痛苦的理由，
story_1179,전해지지 않는다.,never reached me.,伝わってこない。,却无法传达给我。
story_1180,“...이상해...”,“...This is strange...”,「……おかしい……」,“……好奇怪……”
story_1181,“...왜...”,“...Why...?”,「……どうして……？」,“……为什么……”
story_1182,그의 선택이 보인다.,I could see the choice he made.,彼の選択が見える。,我看见了他的选择。
story_1183,“...제가 대신 받겠습니다.”,“...Then let me bear it in her place.”,「……私が代わりに受けましょう。」,“……那就由我来承担吧。”
story_1184,하지만—,But then—,だが――,可就在那时——
story_1185,그 순간.,"at that very moment,",その瞬間。,就在那一瞬间。
story_1186,"뚝,","abruptly,",ぷつりと、,啪的一声般，
story_1187,끊어졌다.,it ended.,途切れた。,戛然而止。
story_1188,“...!”,“...!”,「……！」,“……！”
story_1189,그 다음이 없다.,There was nothing beyond that.,その先は見えなかった。,再往后的内容，什么都看不见了。
story_1190,“...아이야.”,“...Little one.”,「……君。」,“……孩子。”
story_1191,"그의 목소리가,",His voice,彼の声は、,他的声音，
story_1192,조금 낮게 가라앉아 있었다.,was quieter than usual.,いつもより少し低く沈んでいた。,比平时低沉了几分。
story_1193,“...왜...”,“...Why...”,「……どうして……」,“……为什么……”
story_1194,“왜 그렇게까지 했는지...”,“Why you went that far...”,「どうしてそこまでしたのか……」,“为什么要做到那种地步……”
story_1195,“모르겠어요...”,“I still don't understand...”,「まだ分かりません……」,“我还是不明白……”
story_1196,“...그래도.”,“...Even so.”,「……それでも。」,“……即便如此。”
story_1197,"“그 선택은, 내가 한 거겠지.”",“That choice must have been mine.”,「その選択は、きっと私がしたものなんだろう。」,“那个选择，想必是我自己做出的吧。”
story_1198,"그의 손이,",His hand,彼の手に、,他的手，
story_1199,아주 미세하게 힘이 들어갔다.,tightened ever so slightly.,わずかに力が込められた。,微微收紧了一些。
story_1200,“이상하구나.”,“How strange.”,「不思議だな。」,“真奇怪。”
story_1201,“기억은 흐릿한데—”,"“The memories are hazy, yet—”",「記憶は曖昧なのに――」,“明明记忆如此模糊——”
story_1202,“가슴이 아프구나.”,“my heart still aches.”,「胸が痛むんだ。」,“心却依然会痛。”
story_1203,"“그게, 조각의 대가다.”",“That is the price of seeing only fragments.”,「それが、欠片の代償だ。」,“那便是只看见碎片的代价。”
story_1204,“알 수는 있어도 이해할 수는 없지.”,"“You may know what happened, but never truly understand it.”",「知ることはできても、理解することはできぬ。」,“你可以知道发生了什么，却无法真正理解它。”
story_1205,"완전하지 않은 기억이,",Incomplete memories,不完全な記憶ほど、,不完整的记忆，
story_1206,오히려 더 오래 남은듯하다.,seemed to linger even longer.,むしろ長く心に残るものだ。,反而更容易长久地留在心中。
story_1207,기억의 조각은—,Those fragments of memory—,記憶の欠片は――,那些记忆的碎片——
story_1208,끝내 이어지지 않았다.,never became whole.,最後まで繋がることはなかった。,终究没能拼凑完整。
story_1209,"하지만, 충분했다.",But they were enough.,それでも、十分だった。,但已经足够了。
story_1210,“이제...알아요.”,“Now... I understand.”,「もう……分かります。」,“现在……我明白了。”
story_1211,“전부는 아니어도...”,“Not everything...”,「全部ではなくても……」,“即使不是全部……”
story_1212,“당신이 어떤 선택을 했는지.”,“I know what kind of choice you made.”,「あなたがどんな選択をしたのか。」,“我已经知道，你做出了怎样的选择。”
story_1213,“아이야.”,“Little one.”,「君。」,“孩子。”
story_1214,그의 목소리는 여전히 부드러웠다.,His voice remained gentle.,彼の声は変わらず優しかった。,他的声音依旧温柔。
story_1215,하지만—,But—,けれど――,但是——
story_1216,"그 안에, 이전보다 더 깊은 무게가 담겨 있었다.",there was a weight in it that hadn't been there before.,その中には以前より深い重みがあった。,其中却比以往多了一份沉重。
story_1217,“이건 그냥 넘어갈 수 없는 일이에요.”,“This isn't something we can simply ignore.”,「これは、見過ごしていいことじゃありません。」,“这不是能够就这样置之不理的事情。”
story_1218,“여기서 끝내야 할 것 같아요.”,“I think we need to bring this to an end.”,「ここで終わらせるべきだと思います。」,“我觉得，是时候在这里做个了结了。”
story_1219,그의 손을 잡는다.,I took his hand.,私は彼の手を握った。,我握住了他的手。
story_1220,힘을 주듯 조금 더 단단히.,Holding it just a little tighter.,力を込めるように、少しだけ強く。,比刚才更用力了一些。
story_1221,“같이 가요.”,“Let's go together.”,「一緒に行きましょう。」,“一起去吧。”
story_1222,그가 나를 잠시 바라보았다.,He looked at me for a moment.,彼はしばらく私を見つめた。,他静静地望了我片刻。
story_1223,“그래.”,“Alright.”,「ああ。」,“好。”
story_1224,“그래야겠구나.”,“That's what we should do.”,「そうするべきだろうな。」,“也只能如此了。”
story_1225,“결론은 정해진 모양이군.”,“It seems you've reached your conclusion.”,「結論は決まったようだな。」,“看来你们已经做出决定了。”
story_1226,어둠이 조용히 갈라진다.,The darkness silently parted.,闇が静かに裂けていく。,黑暗悄然裂开。
story_1227,“가거라.”,“Go.”,「行くがよい。」,“去吧。”
story_1228,“이번 선택의 끝을 보러.”,“And see where this choice leads.”,「今度の選択の結末を見届けるためにな。」,“去见证这一次选择的终点吧。”
story_1229,빛이 열린다.,A path of light opened before us.,光が開かれた。,光芒缓缓展开。
story_1230,나와 그는 빛 속으로 걸어 들어갔다.,He and I stepped into the light together.,私と彼は、その光の中へ足を踏み入れた。,我和他一同走入光芒之中。
story_1231,빛은 눈부시지 않았다.,The light was not dazzling.,光は眩しくなかった。,那光并不刺眼。
story_1232,"오히려, 너무 조용했다.","If anything, it was eerily quiet.",むしろ、あまりにも静かだった。,相反地，它安静得令人心悸。
story_1233,숨소리조차 크게 느껴질 만큼—,So quiet that even our breathing seemed loud—,息遣いさえ大きく聞こえるほど――,安静到连呼吸声都格外清晰——
story_1234,정적인 공간.,A motionless space.,静まり返った空間。,一片寂静无声的空间。
story_1235,그 중심에 존재가 있다.,At its center stood a solitary figure.,その中心に、一つの存在があった。,而在那中央，伫立着一道身影。
story_1236,“...다시 왔구나.”,“...So you've returned.”,「……また来たか。」,“……你们又来了。”
story_1237,“...요청이 있습니다.”,“...I have a request.”,「……お願いがあります。」,“……我有一个请求。”
story_1238,“요청이 아니라 선택이겠지.”,“Not a request. A choice.”,「願いではなく、選択だろう。」,“不是请求，而是选择吧。”
story_1239,“대가를 동반한.”,“One that carries a price.”,「代償を伴うな。」,“一个伴随着代价的选择。”
story_1240,천제의 말에 잠시 정적이 흘렀다.,Silence followed his words.,天帝の言葉の後、しばし沈黙が流れた。,天帝的话音落下后，四周陷入短暂的沉默。
story_1241,“이 아이를 인간으로 돌려주십시오.”,“Please return this child to humanity.”,「この子を人間に戻してください。」,“请让这孩子重新变回人类。”
story_1242,“그 대가로— 저 또한.”,“And in exchange— I as well.”,「その代償として――私も。」,“作为代价——我也一样。”
story_1243,“...!”,“...!”,「……！」,“……！”
story_1244,천제의 시선이 아주 미세하게 흔들린다.,"For the briefest moment, the Heavenly Emperor's gaze wavered.",天帝の視線がほんのわずかに揺れた。,天帝的目光极其细微地动摇了一瞬。
story_1245,“...신격을 버리겠다는 뜻이냐.”,“...You mean to abandon your divinity?”,「……神格を捨てるというのか。」,“……你是想舍弃神格吗。”
story_1246,“...예.”,“...Yes.”,「……はい。」,“……是。”
story_1247,“같은 시간 속에서 살기 위해서 입니다.”,“So that we may live within the same span of time.”,「同じ時間を生きるためです。」,“为了能够活在同样的时间之中。”
story_1248,“대가를 이해하고 있느냐.”,“Do you understand the price?”,「その代償を理解しているのか。」,“你明白代价是什么吗。”
story_1249,"“영원, 권능, 존재의 격.”",“Eternity. Authority. The very rank of my existence.”,「永遠、権能、そして存在の格。」,“永恒、权能，以及存在的位格。”
story_1250,“모두 잃는 것 알고 있습니다.”,“I understand that I will lose them all.”,「すべて失うことは承知しております。」,“我知道自己会失去这一切。”
story_1251,“한 번 내려놓은 것은 되돌릴 수 없다.”,“What is cast aside cannot be reclaimed.”,「一度手放したものは取り戻せない。」,“一旦放弃，便无法取回。”
story_1252,“...문제 없습니다.”,“...I have no regrets.”,「……構いません。」,“……我不在乎。”
story_1253,천제가 천천히 눈을 감는다.,The Heavenly Emperor slowly closed his eyes.,天帝はゆっくりと目を閉じた。,天帝缓缓闭上双眼。
story_1254,“......”,“......”,「……」,“……”
story_1255,“신으로서의 기억 일부는 봉인될 것이다.”,“Some of your memories as a god will be sealed away.”,「神としての記憶の一部は封じられることになる。」,“作为神明的部分记忆将被封印。”
story_1256,“인간의 삶을 살아가기 위해서는 필요 없는 것들이니.”,“They are things no longer needed for a human life.”,「人として生きるには不要なものだからな。」,“因为那些对人类的人生而言，已经没有必要了。”
story_1257,“...괜찮습니다.”,“...That's acceptable.”,「……問題ありません。」,“……没关系。”
story_1258,"천제의 시선이 나에게 닿자,","When his gaze turned to me,",天帝の視線が私へ向けられると、,当天帝的目光落在我身上时，
story_1259,나는 고개를 끄덕였다.,I nodded.,私は静かに頷いた。,我轻轻点了点头。
story_1260,“...저도요.”,“...I accept it as well.”,「……私もです。」,“……我也是。”
story_1261,“좋다.”,“Very well.”,「よかろう。」,“好。”
story_1262,“대가는 성립되었다.”,“The price has been accepted.”,「代償は成立した。」,“代价已经成立。”
story_1263,빛이 조용히 내려왔다.,Light quietly descended around us.,光が静かに降り注いだ。,光芒静静降临。
story_1264,나는 그의 손을 맞잡으며 바라보았다.,I clasped his hand and looked at him.,私は彼の手を握り、見つめた。,我握住他的手，凝视着他。
story_1265,"빛이 서서히 스며 들자,","As the light slowly seeped into us,",光がゆっくりと染み込んでいく。,随着光芒缓缓渗入体内，
story_1266,몸이 무거워지며 신력이 빠져나간다.,My body grew heavy as divine power drained away.,身体が重くなり、神力が抜けていく。,身体逐渐变得沉重，神力也一点点流失。
story_1267,잠시후,"A little while later,",しばらくして、,片刻之后，
story_1268,숨이 또렷하게 돌아온다.,My breathing settled into a steady rhythm.,呼吸がはっきりと戻ってくる。,呼吸渐渐变得平稳。
story_1269,심장이 분명하게 뛴다.,My heart beat clearly in my chest.,心臓が確かな鼓動を刻んでいる。,心脏清晰地跳动着。
story_1270,“숨...”,“My breathing...”,「息が……」,“呼吸……”
story_1271,“편하네요...”,“It feels so much easier...”,「楽ですね……」,“轻松多了……”
story_1272,“그래.”,“It does.”,「そうだな。」,“是啊。”
story_1273,그가 웃는다.,He smiled.,彼が微笑んだ。,他微微笑了。
story_1274,이제 신의 기운은 없다.,The presence of divinity was gone.,もう神の気配はない。,神性的气息已经消失了。
story_1275,더 이상 성물을 훔칠 필요도 없다.,There was no longer any need to steal sacred relics.,もう聖物を盗む必要もない。,也不必再去偷取圣物了。
story_1276,"“이제, 인간이란다.”",“You're human now.”,「もう、人間なんだ。」,“现在，你已经是人类了。”
story_1277,“같네요.”,“Looks like it.”,「そうみたいですね。」,“好像是呢。”
story_1278,나와 그는 서로를 바라보며 웃는다.,We looked at each other and smiled.,私たちは顔を見合わせて微笑んだ。,我和他相视而笑。
story_1279,감정 공유는 완전히 사라졌다.,The sharing of emotions had completely disappeared.,感情の共有は完全に消えていた。,情感共享已经彻底消失了。
story_1280,하지만 이상하게 더 또렷하게 느껴진다.,"Yet somehow, everything felt clearer than before.",それなのに、不思議と前より鮮明に感じられた。,可不知为何，一切反而比从前更加清晰。
story_1281,“이제는...”,“From now on...”,「これからは……」,“从今以后……”
story_1282,“직접 말해야겠네요.”,“We'll have to say things ourselves.”,「ちゃんと言葉にしないといけませんね。」,“只能亲口说出来了呢。”
story_1283,“그래야겠지.”,“I suppose we will.”,「そうだろうな。」,“是啊。”
story_1501,"더 이상 신도,","No more gods,",もう神も、,不再需要神明，
story_1502,기적도 필요하지 않았다.,nor miracles were needed.,奇跡も必要なかった。,也不再需要奇迹。
story_1503,서로의 곁에 있을 수만 있다면.,As long as we could remain by each other's side.,ただ互いの隣にいられるのなら、それでよかった。,只要能够陪伴在彼此身边，就已经足够了。
story_1284,작은 마을.,A small village.,小さな村。,一座小小的村庄。
story_1285,햇살이 부드럽게 내려앉는 신당.,A shrine bathed in gentle sunlight.,やわらかな陽射しが降り注ぐ祠。,洒落着柔和阳光的神龛。
story_1286,이제 그곳엔 신이 없다.,There are no gods there anymore.,もうそこに神はいない。,如今，那里已经没有神明。
story_1287,그저—,There are only—,ただ――,只有——
story_1288,서로를 애틋하도록 좋아하게 된 두 사람이 있을 뿐이다.,two people who have come to cherish each other deeply.,お互いを愛おしく想う二人がいるだけだった。,两个深深爱着彼此的人而已。
story_1289,“...오늘도 늦었어요.”,“...You're late again today.”,「……今日も遅かったですね。」,“……今天也回来晚了呢。”
story_1290,“조금 길을 헤맸단다.”,“I got a little lost on the way.”,「少し道に迷ってしまってね。」,“稍微迷了点路。”
story_1291,“...거짓말.”,“...Liar.”,「……うそつき。」,“……骗人。”
story_1292,“들켰구나.”,“You've caught me.”,「見抜かれてしまったな。」,“被发现了啊。”
story_1293,그의 말에 웃음이 먼저 새어 나온다.,A laugh escaped me before I knew it.,彼の言葉に思わず笑みがこぼれた。,听到他的话，我忍不住笑了出来。
story_1294,“...근데요.”,"“...But you know,”",「……でも。」,“……不过。”
story_1295,“이상한 거 알아요?”,“Do you know something strange?”,「不思議なことがあるんです。」,“你知道吗？有件很奇怪的事。”
story_1296,“무엇이?”,“What is it?”,「何だい？」,“什么事？”
story_1297,“왜인지 모르겠는데...”,“I don't know why...”,「どうしてか分からないんですけど……」,“虽然不知道为什么……”
story_1298,"“당신 기다리는 거, 좋아요.”",“I like waiting for you.”,「あなたを待つの、好きなんです。」,“我很喜欢等你回来。”
story_1299,그의 눈동자가 아주 살짝 흔들린다.,His eyes wavered ever so slightly.,彼の瞳がほんのわずかに揺れた。,他的眼神微微一颤。
story_1300,“그래.”,“I see.”,「そうか。」,“这样啊。”
story_1301,“나도 그렇단다.”,“I feel the same.”,「私もだよ。」,“我也是。”
story_1302,“정말요?”,“Really?”,「本当ですか？」,“真的吗？”
story_1303,“그래서—”,“That's why—”,「だから――」,“所以——”
story_1304,그가 나에게 가까이 다가온다.,He stepped closer to me.,彼が私に近づいてくる。,他朝我走近了一步。
story_1305,"“...늦었는데도, 돌아오게 되는 거겠지.”","“...Even when I'm late, I always find myself coming back.”",「……遅くなっても、帰ってきたくなるんだろうね。」,“……所以即使晚了，也还是会回来吧。”
story_1306,“...!”,“...!”,「……！」,“……！”
story_1307,심장이 괜스레 빨라진다.,My heart sped up for no reason at all.,胸がどきりと高鳴った。,心跳莫名加快了。
story_1308,“그런 말...”,“Saying things like that...”,「そういうこと……」,“说这种话……”
story_1309,“...반칙이에요...”,“...isn't fair...”,「……ずるいです……」,“……太犯规了……”
story_1310,"얼굴이 붉어진 채로 대답하자,","When I answered with burning cheeks,",顔を赤くして答えると、,红着脸回答后，
story_1311,그가 작게 웃는다.,he laughed softly.,彼は小さく笑った。,他轻轻笑了。
story_1312,“가끔... 생각나요.”,“Sometimes... I think about it.”,「時々……思うんです。」,“有时候……我会想。”
story_1313,“우리가 뭔가 엄청난 선택 했던 것 같다는 거”,“That it feels like we once made some incredibly important choice.”,「私たち、きっと何か大きな選択をしたんだろうなって。」,“总觉得我们曾经做出过某个非常重要的选择。”
story_1314,“그래.”,“Yes.”,「そうだな。」,“是啊。”
story_1315,"“...아마, 그랬겠지.”",“...I'm sure we did.”,「……きっと、そうだったんだろう。」,“……大概确实如此吧。”
story_1316,“후회하세요?”,“Do you regret it?”,「後悔していますか？」,“你后悔吗？”
story_1317,그는 잠깐도 망설이지 않는다.,He didn't hesitate for even a moment.,彼は少しも迷わなかった。,他连一瞬都没有犹豫。
story_1318,“아니.”,“No.”,「いや。」,“不。”
story_1319,“전혀.”,“Not at all.”,「まったく。」,“一点也不。”
story_1320,나는 조용히 웃으며 작게 속삭였다.,"Smiling softly, I whispered.",私は静かに微笑み、小さく囁いた。,我轻轻笑着，小声低语。
story_1321,“...다행이다.”,“...I'm glad.”,「……よかった。」,“……太好了。”
story_1322,"그에게 한 발짝 다가가며,","Taking a step closer to him,",彼に一歩近づきながら、,朝他迈近一步，
story_1323,손을 조심스럽게 잡았다.,I carefully took his hand.,そっと彼の手を握った。,轻轻握住了他的手。
story_1324,“저도요.”,“Me too.”,「私もです。」,“我也是。”
story_1325,“이유는 잘 기억 안 나는데...”,“I don't really remember why...”,「理由はよく覚えていないんですけど……」,“虽然不太记得原因了……”
story_1326,“그래도—”,“But still—”,「それでも――」,“但即便如此——”
story_1327,조금 더 가까이.,I stepped a little closer.,もう少しだけ近づく。,我又靠近了一点。
story_1328,“지금이 좋아요.”,“I like how things are now.”,「今が好きです。」,“我喜欢现在这样。”
story_1329,"그의 손에, 살짝 힘이 들어간다.",His grip tightened slightly.,彼の手に少し力が入った。,他的手微微收紧。
story_1330,놓치지 않겠다는 것처럼.,As though he never intended to let go.,離したくないと言うように。,仿佛再也不愿放开。
story_1331,“나도.”,“Me too.”,「私もだ。」,“我也是。”
story_1332,“지금이 좋단다.”,“I like this moment too.”,「今が好きなんだ。」,“我也喜欢现在。”
story_1333,그와 가까운 거리에서 눈이 마주친다.,Our eyes met at close range.,近い距離で視線が重なる。,在近得不能再近的距离里，我们四目相对。
story_1334,“이상하네요.”,“It's strange.”,「不思議ですね。」,“真奇怪呢。”
story_1335,“다 기억나는 것도 아닌데...”,“It's not like I remember everything...”,「全部思い出したわけでもないのに……」,“明明也没有全部想起来……”
story_1336,“그래도 충분하지 않니.”,"“And yet, isn't this enough?”",「それでも十分じゃないか。」,“但这样不也已经足够了吗。”
story_1337,“왜요?”,“Why?”,「どうしてですか？」,“为什么？”
story_1338,"그가 나에게 조용히, 그리고 아주 가까이 다가왔다.","He quietly stepped closer, until he was right beside me.",彼は静かに、そしてすぐそばまで近づいてきた。,他安静地靠近，直到近在咫尺。
story_1339,“이렇게 가까이 있을 수 있으니까.”,“Because I can be this close to you.”,「こうして、こんなにも近くにいられるからだよ。」,“因为能够像这样，离你这么近。”
story_1340,숨이 살짝 겹친다.,Our breaths brushed against one another.,吐息がそっと重なる。,呼吸轻轻交叠在一起。
story_1341,심장이—,My heart—,心臓が――,心脏——
story_1342,괜히 더 크게 뛴다.,started beating even faster.,余計に大きく高鳴る。,跳得更加厉害了。
story_1343,"나는 망설이다가,","After a moment of hesitation,",私は少し迷ってから、,我犹豫了一下，
story_1344,먼저 고개를 조금 올렸다.,I lifted my chin first.,先に少しだけ顔を上げた。,率先微微抬起头。
story_1345,그와 입술이 닿는다.,Our lips met.,彼と唇が重なる。,我的唇与他的轻轻相触。
story_1346,짧게—,Briefly—,短く――,短暂地——
story_1347,한번 더 입술이 닿았다.,Then our lips met again.,もう一度唇が重なった。,又一次轻轻相触。
story_1348,"하지만 이번엔, 살짝 더 오래.","This time, lingering just a little longer.",今度は少しだけ長く。,但这一次，停留得稍微久了一些。
story_1349,"떨어지지 않고,",Neither of us pulled away.,離れずに、,谁都没有立刻离开。
story_1350,잠깐 머물렀다.,We stayed that way for a moment.,少しだけそのままでいた。,就那样停留了片刻。
story_1351,“이건...”,“This...”,「これは……」,“这个……”
